NPs,Toxicity,coresize,hydrosize,surfcharge,surfarea,Hsf,Ec,Ev,MeO,Expotime,dosage,enthalpy,ratio,e,esum,esumbyo,MW,NMetal,NOxygen,ox,viability,class,Cellline,Celltype
ZnO,0,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,12,3.13,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,106.3115,nonToxic,A549,Cancer
ZnO,0,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,12,6.25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,106.5574,nonToxic,A549,Cancer
ZnO,0,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,12,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,73.4426,nonToxic,A549,Cancer
ZnO,0,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,12,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,55.6557,nonToxic,A549,Cancer
ZnO,0,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,12,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,54.5902,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,72,0.00001,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,101.4501,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,72,1.56,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,78.3037,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,72,3.13,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,68.7825,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,72,6.25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,58.6046,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,24,0.00001,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,101.6644,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,24,1.56,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,99.3724,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,24,3.13,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,90.8595,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,24,6.25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,78.7449,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,24,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,63.8472,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,12,0.00001,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,100.9756,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,12,1.56,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,99.8374,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,12,3.13,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,84.878,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,12,6.25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,84.065,nonToxic,A549,Cancer
ZnO,0,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,12,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,79.187,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,72,0.00001,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,102.2896,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,72,1.56,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,80.6069,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,72,3.13,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,72,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,72,6.25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,69.3517,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,24,0.00001,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,101.4433,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,24,1.56,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,88.0825,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,24,3.13,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,80.6598,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,24,6.25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,79.4227,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,24,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,76.4536,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,12,0.00001,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,100.8197,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,12,1.56,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,102.2951,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,12,3.13,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,93.4426,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,12,6.25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,94.918,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,12,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,98.1148,nonToxic,A549,Cancer
ZnO,0,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,12,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,55.8197,nonToxic,A549,Cancer
ZnO,0,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,0.1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,99.3899,nonToxic,SW480,Cancer
ZnO,0,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,0.1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,83.9423,nonToxic,SW480,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,0.1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,111.7895,nonToxic,Caco2,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,109.2632,nonToxic,Caco2,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,0.1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,87.2481,nonToxic,Caco2,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,65.2331,nonToxic,Caco2,Cancer
ZnO,0,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,48,0.1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,114.2285,nonToxic,SW480,Cancer
ZnO,0,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,48,1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,107.8156,nonToxic,SW480,Cancer
ZnO,0,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,0.1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,102.2712,nonToxic,SW480,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,48,0.1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,119.2404,nonToxic,Caco2,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,48,1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,127.4363,nonToxic,Caco2,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,48,10,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,116.3751,nonToxic,Caco2,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,0.1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,86.8566,nonToxic,Caco2,Cancer
ZnO,0,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,1,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,84.4578,nonToxic,Caco2,Cancer
CuO,1,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,10,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,43.299,Toxic,HCMEC,Normal
CuO,1,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,20,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,15.2062,Toxic,HCMEC,Normal
CuO,1,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,50,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,13.6598,Toxic,HCMEC,Normal
CuO,1,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,24,100,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,13.6598,Toxic,HCMEC,Normal
CuO,1,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,20,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,44.4828,Toxic,HCMEC,Normal
CuO,1,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,50,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,15.7759,Toxic,HCMEC,Normal
CuO,1,46.3,239,42.8,24.1,-1.609,-5.17,-6.51,5.87,12,100,713.74,2.74,1.9,1.9,1.9,79.546,1,1,2,13.9655,Toxic,HCMEC,Normal
TiO2,1,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,72,50,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,44.5109,Toxic,A549,Cancer
ZnO,1,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,24,20,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,43.7824,Toxic,HCMEC,Normal
ZnO,1,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,28.7565,Toxic,HCMEC,Normal
ZnO,1,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,24,100,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,22.5389,Toxic,HCMEC,Normal
ZnO,1,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,12,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,36.6234,Toxic,HCMEC,Normal
ZnO,1,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,12,100,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,33.5065,Toxic,HCMEC,Normal
ZnO,1,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,24,30,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,36.16,Toxic,HONDC,Normal
ZnO,1,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,27.54,Toxic,HONDC,Normal
ZnO,1,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,30.17,Toxic,HONDC,Normal
ZnO,1,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,28.26,Toxic,HONDC,Normal
ZnO,1,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,29.46,Toxic,HONDC,Normal
ZnO,1,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,24,30,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,20.14,Toxic,HONDC,Normal
ZnO,1,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,-1.43,Toxic,HONDC,Normal
ZnO,1,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,2.877,Toxic,HONDC,Normal
ZnO,1,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,24,30,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,26.76,Toxic,HONDC,Normal
ZnO,1,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,1.438,Toxic,HONDC,Normal
ZnO,1,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,1.35,Toxic,HONDC,Normal
ZnO,1,60,329,-9.3,7.34,-3.608,-3.89,-7.2,5.67,24,40,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,31.6136,Toxic,A549,Cancer
ZnO,1,60,329,-9.3,7.34,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,15.2919,Toxic,A549,Cancer
ZnO,1,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,24,20,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,38.9018,Toxic,A549,Cancer
ZnO,1,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,24,40,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,23.9147,Toxic,A549,Cancer
ZnO,1,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,10.8779,Toxic,A549,Cancer
ZnO,1,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,24,20,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,23.4014,Toxic,A549,Cancer
ZnO,1,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,24,40,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,9.8514,Toxic,A549,Cancer
ZnO,1,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,10.9805,Toxic,A549,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,49.9397,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,48,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,9.8311,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,48,30,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,8.5811,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,48,35,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,7.2973,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,48,40,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,7.0721,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,24,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,15.1351,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,24,30,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,11.7568,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,24,35,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,9.7973,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,24,40,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,8.8514,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,24,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,-3.8739,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,6,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,30,Toxic,SHSY5Y,Cancer
ZnO,1,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,3,80,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,48.2432,Toxic,SHSY5Y,Cancer
ZnO,1,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,72,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,4.7476,Toxic,A549,Cancer
ZnO,1,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,72,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,2.292,Toxic,A549,Cancer
ZnO,1,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,72,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,7.367,Toxic,A549,Cancer
ZnO,1,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,24,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,25.082,Toxic,A549,Cancer
ZnO,1,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,24,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,5.2459,Toxic,A549,Cancer
ZnO,1,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,8.6066,Toxic,A549,Cancer
ZnO,1,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,72,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,2.4557,Toxic,A549,Cancer
ZnO,1,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,72,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,1.9645,Toxic,A549,Cancer
ZnO,1,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,72,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,4.2565,Toxic,A549,Cancer
ZnO,1,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,24,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,17.8688,Toxic,A549,Cancer
ZnO,1,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,24,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,4.7541,Toxic,A549,Cancer
ZnO,1,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,4.4262,Toxic,A549,Cancer
ZnO,1,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,72,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,34.6375,Toxic,A549,Cancer
ZnO,1,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,72,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,1.4364,Toxic,A549,Cancer
ZnO,1,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,72,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,3.2832,Toxic,A549,Cancer
ZnO,1,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,24,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,15.5525,Toxic,A549,Cancer
ZnO,1,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,2.292,Toxic,A549,Cancer
ZnO,1,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,12,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,35.6098,Toxic,A549,Cancer
ZnO,1,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,12,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,21.626,Toxic,A549,Cancer
ZnO,1,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,72,12.5,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,11.7517,Toxic,A549,Cancer
ZnO,1,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,72,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,3.5586,Toxic,A549,Cancer
ZnO,1,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,72,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,4.3035,Toxic,A549,Cancer
ZnO,1,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,24,25,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,45.2784,Toxic,A549,Cancer
ZnO,1,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,24,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,6.6804,Toxic,A549,Cancer
ZnO,1,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,12,50,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,24.3443,Toxic,A549,Cancer
ZnO,1,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,10,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,16.6812,Toxic,SW480,Cancer
ZnO,1,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,100,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,15.3939,Toxic,SW480,Cancer
ZnO,1,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,10,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,26.3359,Toxic,SW480,Cancer
ZnO,1,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,100,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,18.6121,Toxic,SW480,Cancer
ZnO,1,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,48,10,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,3.3066,Toxic,SW480,Cancer
ZnO,1,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,48,100,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,4.8096,Toxic,SW480,Cancer
ZnO,1,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,10,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,2.004,Toxic,SW480,Cancer
ZnO,1,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,24,100,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,0.4008,Toxic,SW480,Cancer
ZnO,1,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,48,100,662.44,2.703,1.65,1.65,1.65,81.38,1,1,2,40.8796,Toxic,Caco2,Cancer